
dataset	sumpairdif_0_mean	sumpairdif_0_std	theta_0_mean	theta_0_std	D_0_mean	D_0_std	pi_0_mean	pi_0_std	sumpairdif_1_mean	sumpairdif_1_std	theta_1_mean	theta_1_std	D_1_mean	D_1_std	pi_1_mean	pi_1_std	sumpairdif_2_mean	sumpairdif_2_std	theta_2_mean	theta_2_std	D_2_mean	D_2_std	pi_2_mean	pi_2_std	sumpairdif_3_mean	sumpairdif_3_std	theta_3_mean	theta_3_std	D_3_mean	D_3_std	pi_3_mean	pi_3_std	d_0x1_mean	d_0x1_std	dn_0x1_mean	dn_0x1_std	FST_0x1_mean	FST_0x1_std	bialsites_0x1_mean	bialsites_0x1_std	multisites_0x1_mean	multisites_0x1_std	sfA_0x1_mean	sfA_0x1_std	sfB_0x1_mean	sfB_0x1_std	sfout_0x1_mean	sfout_0x1_std	sxA_0x1_mean	sxA_0x1_std	sxB_0x1_mean	sxB_0x1_std	sxAfB_0x1_mean	sxAfB_0x1_std	sxBfA_0x1_mean	sxBfA_0x1_std	ss_0x1_mean	ss_0x1_std	Wald_0x1_mean	Wald_0x1_std	d_0x2_mean	d_0x2_std	dn_0x2_mean	dn_0x2_std	FST_0x2_mean	FST_0x2_std	bialsites_0x2_mean	bialsites_0x2_std	multisites_0x2_mean	multisites_0x2_std	sfA_0x2_mean	sfA_0x2_std	sfB_0x2_mean	sfB_0x2_std	sfout_0x2_mean	sfout_0x2_std	sxA_0x2_mean	sxA_0x2_std	sxB_0x2_mean	sxB_0x2_std	sxAfB_0x2_mean	sxAfB_0x2_std	sxBfA_0x2_mean	sxBfA_0x2_std	ss_0x2_mean	ss_0x2_std	Wald_0x2_mean	Wald_0x2_std	d_0x3_mean	d_0x3_std	dn_0x3_mean	dn_0x3_std	FST_0x3_mean	FST_0x3_std	bialsites_0x3_mean	bialsites_0x3_std	multisites_0x3_mean	multisites_0x3_std	sfA_0x3_mean	sfA_0x3_std	sfB_0x3_mean	sfB_0x3_std	sfout_0x3_mean	sfout_0x3_std	sxA_0x3_mean	sxA_0x3_std	sxB_0x3_mean	sxB_0x3_std	sxAfB_0x3_mean	sxAfB_0x3_std	sxBfA_0x3_mean	sxBfA_0x3_std	ss_0x3_mean	ss_0x3_std	Wald_0x3_mean	Wald_0x3_std	d_1x2_mean	d_1x2_std	dn_1x2_mean	dn_1x2_std	FST_1x2_mean	FST_1x2_std	bialsites_1x2_mean	bialsites_1x2_std	multisites_1x2_mean	multisites_1x2_std	sfA_1x2_mean	sfA_1x2_std	sfB_1x2_mean	sfB_1x2_std	sfout_1x2_mean	sfout_1x2_std	sxA_1x2_mean	sxA_1x2_std	sxB_1x2_mean	sxB_1x2_std	sxAfB_1x2_mean	sxAfB_1x2_std	sxBfA_1x2_mean	sxBfA_1x2_std	ss_1x2_mean	ss_1x2_std	Wald_1x2_mean	Wald_1x2_std	d_1x3_mean	d_1x3_std	dn_1x3_mean	dn_1x3_std	FST_1x3_mean	FST_1x3_std	bialsites_1x3_mean	bialsites_1x3_std	multisites_1x3_mean	multisites_1x3_std	sfA_1x3_mean	sfA_1x3_std	sfB_1x3_mean	sfB_1x3_std	sfout_1x3_mean	sfout_1x3_std	sxA_1x3_mean	sxA_1x3_std	sxB_1x3_mean	sxB_1x3_std	sxAfB_1x3_mean	sxAfB_1x3_std	sxBfA_1x3_mean	sxBfA_1x3_std	ss_1x3_mean	ss_1x3_std	Wald_1x3_mean	Wald_1x3_std	d_2x3_mean	d_2x3_std	dn_2x3_mean	dn_2x3_std	FST_2x3_mean	FST_2x3_std	bialsites_2x3_mean	bialsites_2x3_std	multisites_2x3_mean	multisites_2x3_std	sfA_2x3_mean	sfA_2x3_std	sfB_2x3_mean	sfB_2x3_std	sfout_2x3_mean	sfout_2x3_std	sxA_2x3_mean	sxA_2x3_std	sxB_2x3_mean	sxB_2x3_std	sxAfB_2x3_mean	sxAfB_2x3_std	sxBfA_2x3_mean	sxBfA_2x3_std	ss_2x3_mean	ss_2x3_std	Wald_2x3_mean	Wald_2x3_std
22	0.325618	0.28465	0.000232926	0.000131458	0.68971	1.08835	0.00029053	0.000197778	0.204063	0.17885	0.000171126	0.000109063	0.520721	0.995836	0.000191526	0.000117749	0.235141	0.275302	0.000227988	0.000145424	0.331026	0.966843	0.000260415	0.00023103	0.330683	0.363197	0.000225247	0.000118255	0.654032	0.982985	0.000270366	0.000151142	0.000290849	0.00016419	4.98212e-05	3.50211e-05	0.043559	0.109215	19.76	9.27488	0	0	0	0	0	0	0.12	0.6	7.04	4.17812	2.84	2.13464	0.56	1.00333	0.16	0.6245	9.04	6.18789	-9	0	0.000334691	0.000264364	5.9219e-05	6.84841e-05	0.0691257	0.0890159	21.28	10.4024	0	0	0	0	0	0	0	0	5.36	3.27719	4.36	2.72152	0.28	0.613732	0.28	0.842615	11	7.76745	-9	0	0.000347552	0.00026496	6.71038e-05	0.000125225	0.0581277	0.124213	21.96	10.9791	0	0	0	0	0	0	0.12	0.6	5.28	3.75855	5.04	3.28481	0.28	0.890693	0.16	0.6245	11.08	6.75105	-9	0	0.00031957	0.0002916	9.35994e-05	0.000167694	0.0991008	0.115933	18.88	9.79507	0	0	0	0	0	0	0.08	0.276887	2.96	1.7673	6.16	3.8371	0.2	0.57735	0.6	1.32288	8.88	6.47637	-9	0	0.000329414	0.00027881	9.84679e-05	0.000214138	0.100698	0.181013	19.4	9.72968	0	0	0	0	0	0	0.36	1.03602	2.72	2.0108	6.68	4.1505	0.04	0.2	0.32	0.627163	9.28	6.26844	-9	0	0.000330046	0.00023966	6.46553e-05	7.86898e-05	0.0842671	0.0959577	21.16	11.364	0	0	0	0	0	0	0	0	4.48	3.6756	5.24	3.36997	0.4	1.04083	0.28	0.613732	10.76	7.36139	-9	0
23	0.240776	0.197096	0.000211867	0.00010173	0.0333699	1.13061	0.000204465	9.53656e-05	0.308691	0.33583	0.000191845	0.000110398	0.739745	1.16222	0.000243776	0.00015717	0.169906	0.219651	0.000176173	0.000105071	0.0881075	0.919561	0.00018613	0.000129024	0.270182	0.286361	0.000190343	9.77087e-05	0.375899	0.970035	0.000212006	0.000119352	0.000286363	0.000155803	6.22426e-05	5.30112e-05	0.0915208	0.162046	20.08	9.90757	0	0	0	0	0	0	0	0	5.24	3.68872	4.16	3.23625	0.4	1.1547	0.12	0.6	10.16	6.51716	-9	0	0.000267487	0.000158232	7.21892e-05	8.27154e-05	0.121161	0.143678	19.4	9.21954	0	0	0	0	0	0	0.12	0.6	6	5.32291	3.48	2.67893	0.8	1.77951	0	0	9	6.27827	-9	0	0.000260335	0.000115267	5.20988e-05	4.375e-05	0.0982621	0.0960116	20.28	9.48912	0	0	0	0	0	0	0.08	0.4	5.08	3.67333	4.36	2.9844	0.64	1.57797	0.04	0.2	10.08	6.46091	-9	0	0.000263366	0.000152753	4.84137e-05	5.20048e-05	0.0528767	0.158067	17.76	8.86134	0	0	0	0	0.08	0.4	0.24	1.0116	4.36	4.01954	2.84	1.95107	0.6	1.22474	0.16	0.6245	9.48	6.89275	-9	0	0.000287887	0.000165673	5.99964e-05	5.64483e-05	0.108351	0.0899027	19.2	9.25113	0	0	0	0	0	0	0.4	1.1547	4	3.17543	4.36	2.89943	0.32	0.802081	0	0	10.12	7.13162	-9	0	0.000268098	0.000151359	6.90303e-05	6.42543e-05	0.122367	0.14732	18.48	8.64639	0	0	0.08	0.4	0	0	0.52	1.35769	3.2	2.16025	5.08	4.4807	0.2	0.645497	0.32	0.988264	9.08	6.60757	-9	0
24	0.134409	0.154977	9.41218e-05	7.49633e-05	0.343973	1.40604	0.000103941	0.000105919	0.192091	0.248221	0.00013106	8.87819e-05	0.51187	1.12137	0.000163581	0.00013316	0.12278	0.199413	9.94177e-05	8.80181e-05	-0.0376157	1.05301	9.81078e-05	9.53773e-05	0.154782	0.216859	0.000110818	9.31297e-05	-0.102217	1.06925	0.000107978	0.000109675	0.000231078	0.000198341	9.73176e-05	0.000125799	0.231821	0.189692	14.68	8.91497	0	0	0.04	0.2	0	0	0.44	1.82757	3.4	2.75379	5.12	3.63226	0.48	1.35769	1.08	1.46969	4.12	5.65921	-9	0	0.0001981	0.000145773	9.70752e-05	9.87201e-05	0.258377	0.265438	12.68	7.95676	0	0	0	0	0	0	1	2.04124	3.36	2.67519	3.12	2.94845	0.56	1.19304	0.56	1.19304	4.08	5.97857	-9	0	0.000262383	0.000216763	0.000156423	0.000161759	0.378205	0.237588	13.6	8.8459	0	0	0	0	0.16	0.472582	0.6	1.08012	3.12	2.40347	3.88	3.75633	0.44	1.26095	0.96	2.09125	4.44	6.19193	-9	0	0.000241503	0.000197802	0.000110659	0.000125567	0.2267	0.252533	14.28	7.80769	0	0	0	0	0.04	0.2	0.44	2.2	4.96	2.96479	3	2.92973	1.08	1.77764	0.48	1.41774	4.28	6.32139	-9	0	0.000262531	0.000192669	0.000126752	0.000134684	0.286919	0.204813	14.88	9.089	0	0	0	0	0.12	0.439697	0	0	4.4	2.70801	3.52	3.76519	1.08	1.57903	0.92	2.87112	4.84	6.2295	-9	0	0.000238315	0.000206964	0.000135272	0.000153777	0.279803	0.439622	13.32	8.2448	0	0	0	0	0.16	0.472582	0.52	1.15902	2.84	2.35726	3.84	3.03699	0.52	1.41774	1.04	2.4235	4.4	6.56379	-9	0
25	0.0816447	0.0910612	6.15623e-05	3.54405e-05	-0.00370134	1.17785	5.88372e-05	3.94754e-05	0.200422	0.27187	0.00012157	6.58848e-05	0.31239	1.01929	0.000141483	9.90908e-05	0.0516984	0.0951416	4.58905e-05	5.06003e-05	-0.0301943	1.40028	4.15694e-05	5.57597e-05	0.136268	0.130641	9.42526e-05	5.52342e-05	0.623929	0.962582	0.000114092	6.4578e-05	0.000175941	0.000129169	7.57809e-05	9.05643e-05	0.188874	0.216871	11.4	6.22495	0	0	0	0	0	0	0	0	1.56	1.47422	5.8	4.70815	0	0	0.48	1.00499	3.56	2.53443	-9	0	0.00014597	0.000124483	9.57666e-05	0.000110167	0.35673	0.366539	7.36	4.27083	0	0	0.04	0.2	0.28	1.2083	0.32	0.988264	2.44	1.95959	1.48	2.83019	0.56	0.960902	0.12	0.331662	2.12	2.53837	-8.28	3.6	0.000142748	9.9182e-05	5.62831e-05	7.10983e-05	0.219499	0.167435	9.44	5.0173	0	0	0	0	0	0	0	0	1.6	1.38444	3.84	3.59026	0.04	0.2	0.48	1.00499	3.48	2.6	-9	0	0.000169136	0.000123158	7.76096e-05	8.65949e-05	0.273504	0.258678	10.6	6.16441	0	0	0	0	0	0	0	0	5.72	3.44625	0.76	1.3	1.16	1.59896	0	0	2.96	3.39706	-9	0	0.00017863	0.000119132	5.08423e-05	6.39608e-05	0.119022	0.160191	12.48	6.22575	0	0	0	0	0	0	0	0	4.64	3.18695	2.64	2.09921	0.04	0.2	0	0	5.16	3.54354	-9	0	0.00014917	8.77226e-05	7.13392e-05	6.55713e-05	0.30731	0.18674	8.8	5.08265	0	0	0.08	0.4	0	0	0.04	0.2	0.88	2.00666	3.92	3.26497	0	0	1.04	1.61967	2.84	3.03699	-9	0
26	0.113115	0.120386	0.000120993	0.00010191	-0.00158155	1.29695	0.000127782	0.000146369	0.274798	0.376911	0.000158083	9.70391e-05	0.498933	1.04027	0.000192002	0.000146981	0.0389801	0.142981	2.47693e-05	4.58615e-05	-0.113333	0.731573	2.44326e-05	5.55802e-05	0.144407	0.143254	0.000116931	6.90574e-05	0.206719	1.03984	0.000119152	7.18602e-05	0.000253166	0.000189246	9.3274e-05	0.000106754	0.120626	0.261477	17	9.85309	0	0	0	0	0	0	0	0	3.6	2.61406	5.76	4.02368	0	0	1.44	2.2	6.2	6.29815	-9	0	0.000183576	0.000172224	0.000107468	0.000120299	0.345603	0.339496	11.96	7.35119	0	0	0.08	0.4	0.16	0.472582	1.32	2.19317	6.16	4.65188	0.56	0.916515	2.16	3.18434	0.04	0.2	1.48	3.73184	-9	0	0.000228008	0.000183033	0.000104541	0.000117537	0.204604	0.239784	16	8.68428	0	0	0	0	0	0	0.8	2.04124	4.16	3.65923	4.76	4.01331	0.84	2.44404	0.64	1.25433	4.8	5.19615	-9	0	0.000243725	0.000176885	0.000135508	0.000122621	0.3799	0.217197	14.16	8.75443	0	0	0	0	0.24	0.522813	0	0	8.44	5.56836	0.52	0.653197	3.4	3.75278	0	0	1.56	3.88458	-9	0	0.000281046	0.000200562	0.000125468	0.000143683	0.22117	0.187908	18.04	9.55894	0	0	0	0	0	0	0	0	6.2	5.00833	4.64	3.1209	1.64	3.37738	0	0	5.56	5.12413	-9	0	0.000196205	0.000183243	0.000124412	0.000154943	0.342627	0.326329	12.64	7.29086	0	0	0.32	0.9	0.16	0.8	1.48	2.93144	0.48	1.08474	6.76	4.91833	0	0	1.84	2.39235	1.6	3.59398	-8.12	4.4
27	0.132049	0.189357	9.43058e-05	6.46827e-05	0.0658847	1.09465	0.000103768	9.83927e-05	0.0989884	0.155236	6.42359e-05	5.36879e-05	-0.249744	1.10814	5.95736e-05	6.1558e-05	0.137443	0.208675	9.61643e-05	5.62927e-05	0.466148	0.951875	0.000117785	8.70091e-05	0.135724	0.179405	8.89846e-05	6.25235e-05	0.245631	0.938061	0.000103604	9.33327e-05	0.00014301	0.000114697	6.13392e-05	6.33761e-05	0.228664	0.200721	10.24	6.91785	0	0	0	0	0	0	0.16	0.6245	3.8	3.3541	1.72	2.35443	0.44	0.960902	0	0	4.12	4.21624	-9	0	0.000144653	0.000102842	3.38767e-05	3.72788e-05	0.116924	0.141374	11.28	7.17937	0	0	0	0	0	0	0	0	3.08	3.08113	2.76	2.31445	0.04	0.2	0.16	0.6245	5.24	4.68402	-9	0	0.000140906	0.000119561	3.72199e-05	4.25502e-05	0.140974	0.143194	10.96	6.99095	0	0	0	0	0	0	0	0	2.72	2.20832	2.44	1.85023	0.2	0.816497	0.16	0.6245	5.44	5.0173	-9	0	0.000139645	0.000107359	5.09658e-05	5.55331e-05	0.163877	0.195782	10.2	6.18466	0	0	0.04	0.2	0	0	0	0	1.96	1.74356	3.76	3.13953	0.04	0.2	0.56	1.08321	3.84	4.28836	-9	0	0.000146562	0.000127036	6.49729e-05	6.91909e-05	0.221921	0.242576	10.04	6.24153	0	0	0	0	0	0	0.16	0.8	1.8	2.44949	3.6	2.87228	0.04	0.2	0.44	0.820569	4	4.39697	-9	0	0.000144534	0.000120384	3.38399e-05	4.4316e-05	0.061712	0.161293	11.28	6.79166	0	0	0	0	0	0	0	0	3.04	2.28181	3.08	2.70678	0.2	0.816497	0.04	0.2	4.92	4.59093	-9	0
28	0.0617089	0.0843679	5.89817e-05	5.59569e-05	-0.148715	1.05074	5.46052e-05	5.94226e-05	0.170009	0.193909	0.000117059	6.54302e-05	0.00511077	0.996103	0.000123545	8.98066e-05	0.0593265	0.0689776	6.33376e-05	4.50519e-05	0.310421	1.28366	7.08766e-05	6.07701e-05	0.104501	0.137341	5.97519e-05	4.78401e-05	0.622588	1.27019	7.49925e-05	7.47679e-05	0.00013929	0.000104494	5.02149e-05	4.63014e-05	0.139886	0.236865	12	7.07107	0	0	0	0	0	0	0	0	1.12	1.26886	5.8	3.78594	0.04	0.2	0.84	1.37477	4.2	4.57347	-9	0	0.000104463	7.67637e-05	4.17221e-05	5.08881e-05	0.152094	0.251327	8.28	6.052	0	0	0	0	0	0	0.32	0.988264	2	2.14087	2.08	1.95619	0.4	1.41421	0.52	0.962635	2.96	3.5294	-9	0	0.000141419	0.000130597	7.66196e-05	9.83982e-05	0.298336	0.257154	8.32	5.64742	0	0	0.12	0.6	0.16	0.8	0.24	0.830662	2	2.44949	1.96	2.00998	0.24	0.522813	0.48	0.962635	3.12	4.00333	-8.24	3.8	0.000138479	8.68877e-05	4.12686e-05	4.01952e-05	0.138833	0.184922	12.2	7.26292	0	0	0	0	0	0	0	0	5.92	3.52278	1.32	1.74929	0.72	1.64621	0.04	0.2	4.2	3.88373	-9	0	0.000153992	0.000100234	5.47236e-05	4.97901e-05	0.210566	0.188743	11.96	6.93109	0	0	0	0	0	0	0	0	5.76	3.33267	1.08	1.07703	0.64	1.31909	0.04	0.2	4.44	4.52843	-9	0	0.000134263	0.000120747	6.13285e-05	9.56189e-05	0.213328	0.215784	8.08	5.3535	0	0	0.12	0.6	0.16	0.8	0.28	0.842615	1.76	2.1848	1.64	1.43991	0.2	0.57735	0.32	1.40594	3.6	3.97911	-8.24	3.8
29	0.253505	0.284672	0.000175721	8.39424e-05	0.354948	1.06869	0.000204759	0.000127088	0.294876	0.308875	0.000176172	8.15288e-05	0.706748	0.940094	0.000220099	0.000124354	0.163981	0.248302	0.0001184	8.76308e-05	0.297973	1.13789	0.000138071	0.000115281	0.239543	0.229286	0.000172517	8.25697e-05	0.517886	0.97158	0.000208721	0.00012396	0.000249098	0.000133746	3.66691e-05	3.86976e-05	0.0704026	0.109887	21.56	9.07873	0	0	0	0	0	0	0.04	0.2	4.84	3.3126	4.8	3.40343	0.08	0.4	0.32	1.02956	11.48	7.04225	-9	0	0.000251955	0.000165818	8.05402e-05	7.94008e-05	0.118373	0.261225	19.4	9.9415	0	0	0	0	0	0	0.16	0.374166	7.08	4.77773	2.64	2.89943	1.16	1.67531	0.2	1	8.16	7.23233	-9	0	0.000254056	0.000152703	4.73164e-05	6.56804e-05	0.0703098	0.150522	21.24	9.88383	0	0	0	0	0	0	0.08	0.276887	4.64	3.35261	4.48	3.6756	0.12	0.6	0.28	0.842615	11.64	7.00524	-9	0	0.000247997	0.000183314	6.89119e-05	9.35368e-05	0.112844	0.26171	18.84	9.15005	0	0	0	0	0	0	0.04	0.2	6.52	4.03237	2.12	2.1276	1.28	1.67133	0.08	0.4	8.8	7.77817	-9	0	0.00025385	0.000147624	3.94397e-05	4.82088e-05	0.0492794	0.127592	21.48	9.45216	0	0	0	0	0	0	0	0	4.88	2.8624	4.76	3.04521	0.2	0.645497	0.12	0.439697	11.52	6.9888	-9	0	0.0002441	0.000139203	7.07043e-05	6.37612e-05	0.142176	0.143279	18.8	9.4163	0	0	0	0	0	0	0.16	0.6245	2.2	2.02073	6.48	4.66476	0.04	0.2	1.16	1.59896	8.76	7.83837	-9	0
30	0.117956	0.147605	7.73714e-05	4.80515e-05	0.380412	0.931713	8.81838e-05	5.96875e-05	0.0706984	0.135498	4.10214e-05	3.57845e-05	-0.0125102	1.1672	4.4435e-05	5.56486e-05	0.0355662	0.0489005	3.64975e-05	3.16423e-05	-0.291141	1.07664	3.07807e-05	3.29161e-05	0.142913	0.179207	9.24336e-05	4.68189e-05	0.134922	1.09367	0.000105067	7.96869e-05	0.000116223	9.65053e-05	4.99131e-05	6.66645e-05	0.220791	0.206788	9.44	5.15655	0	0	0	0	0	0	0.04	0.2	4.52	3.26752	1.56	1.52971	0.88	1.26886	0.28	1.02144	2.16	2.85307	-9	0	0.000115794	0.000105952	5.63115e-05	8.21583e-05	0.234291	0.263403	9.16	5.08003	0	0	0.04	0.2	0.12	0.6	0.28	1.02144	4.48	3.26752	1.16	1.46287	0.76	1.12842	0	0	2.32	2.68825	-9	0	0.000113848	8.39029e-05	1.72224e-05	1.87046e-05	0.0721715	0.133032	12.24	6.27349	0	0	0	0	0	0	0.2	1	2.76	2.24128	4.36	2.91376	0.16	0.6245	0.12	0.331662	4.64	3.34016	-9	0	7.87732e-05	7.7126e-05	4.11653e-05	6.39862e-05	0.288632	0.289713	6.68	4.35622	0	0	0.04	0.2	0	0	0.44	0.960902	2	1.97906	1.76	1.87705	0.72	1.54164	0.44	1.00333	1.28	1.86011	-9	0	0.000107866	7.66472e-05	3.3115e-05	3.40331e-05	0.0706125	0.474514	10.72	5.38145	0	0	0	0	0	0	0.12	0.6	1.24	1.33167	5.8	3.81881	0.24	1.0116	0.8	1.22474	2.52	2.69444	-9	0	0.000104658	7.7065e-05	3.67337e-05	3.95907e-05	0.190915	0.212906	10.28	5.42771	0	0	0	0	0	0	0.32	1.14455	0.8	1	5.64	4.30968	0.04	0.2	0.84	1.06771	2.64	2.84136	-9	0
31	0.134951	0.18805	8.89946e-05	5.13164e-05	0.139149	1.16352	9.7399e-05	6.91274e-05	0.108345	0.104233	8.48055e-05	5.3934e-05	0.256003	1.13258	8.87542e-05	7.14011e-05	0.115584	0.164889	0.000100259	4.93403e-05	0.318505	1.24624	0.00010678	5.71728e-05	0.148153	0.151275	0.000108558	5.87751e-05	0.38559	1.06997	0.000123357	7.87017e-05	0.000163697	7.48814e-05	7.06207e-05	5.42131e-05	0.216736	0.192167	13.28	6.1	0	0	0	0	0	0	0.08	0.276887	4.08	2.76767	3.64	3.53412	0.52	1.26227	0.64	2.2151	4.32	5.07215	-9	0	0.00017734	0.00012126	7.5251e-05	0.00010197	0.203971	0.191842	13.68	6.41431	0	0	0.04	0.2	0	0	0.04	0.2	3.68	2.96816	4.04	3.4938	0.24	0.879394	0.64	2.25241	5	4.58258	-9	0	0.000163186	8.44202e-05	5.28077e-05	4.30014e-05	0.20097	0.126451	13.84	6.93229	0	0	0	0	0	0	0.04	0.2	2.84	1.24766	4.2	3.10913	0	0	0.68	2.24944	6.08	5.29087	-9	0	0.000168741	0.000134374	7.09743e-05	0.000117792	0.18643	0.192411	13.2	6.47431	0	0	0	0	0	0	0.28	0.890693	3.24	2.63439	4	2.17945	0	0	0.32	0.556776	5.36	4.54496	-9	0	0.000155647	9.41327e-05	4.95912e-05	4.74506e-05	0.166696	0.127279	14.16	7.26108	0	0	0	0	0	0	0	0	3.16	2.42693	4.96	3.34764	0.04	0.2	0.6	1.29099	5.4	4.91596	-9	0	0.000171868	0.000123166	5.67994e-05	8.91419e-05	0.139325	0.136899	14.56	7.12437	0	0	0	0	0	0	0	0	3.56	2.23756	4.6	3.27872	0.04	0.2	0.28	0.890693	6.08	4.769	-9	0
32	0.0767228	0.112305	6.75206e-05	5.63583e-05	-0.265211	1.0942	6.62748e-05	7.49886e-05	0.17368	0.196139	0.000101442	6.61727e-05	0.480526	1.19565	0.000120338	9.03844e-05	0.103367	0.167069	9.98092e-05	7.08279e-05	0.307859	1.12245	0.000112364	8.31086e-05	0.0371483	0.0603623	3.17095e-05	3.2378e-05	-0.164405	1.11381	2.51901e-05	2.76681e-05	0.000161306	0.000122059	6.79991e-05	7.275e-05	0.178209	0.263048	12.92	7.80449	0	0	0	0	0.04	0.2	0.08	0.276887	2.36	1.70489	5.2	4.22295	0	0	0.48	1.29486	4.76	5.37184	-9	0	0.000160667	0.000133177	7.13471e-05	7.79657e-05	0.160357	0.226006	12.68	8.84929	0	0	0	0	0	0	0.24	1.2	2.56	2.59936	5	4.46281	0.28	1.4	0.32	0.627163	4.28	4.47698	-9	0	0.00015368	0.000154889	0.000107948	0.000132001	0.38892	0.369499	9.36	6.00611	0	0	0.08	0.4	0.24	0.723418	0.48	1.26227	4	3.21455	1.44	1.80462	1.32	2.39305	0	0	1.8	3.18852	-8.36	3.2	0.000159442	0.000106627	4.3091e-05	5.22337e-05	0.12034	0.15695	14.28	9.01628	0	0	0	0	0	0	0	0	4.16	3.76032	3.72	2.97937	0.52	1.80555	0.12	0.331662	5.76	5.12575	-9	0	0.000157478	0.00011899	8.47142e-05	7.80482e-05	0.252796	0.281322	11.64	7.33644	0	0	0	0	0	0	0.12	0.331662	6.36	4.79479	1.08	1.32035	1.92	2.70678	0	0	2.16	2.92518	-9	0	0.000147929	0.000119116	7.91515e-05	8.48585e-05	0.166824	0.449431	11.24	7.81708	0	0	0	0	0.08	0.4	0.52	1.80555	5.96	5.15978	1.04	1.17189	1.44	1.78139	0	0	2.2	2.88675	-9	0
33	0.0691024	0.0908175	5.69864e-05	5.50957e-05	0.265631	1.26345	6.15595e-05	6.15609e-05	0.121932	0.114225	9.33437e-05	4.78917e-05	0.154033	1.00105	9.89257e-05	6.51144e-05	0.121958	0.252821	8.64482e-05	5.00807e-05	0.251662	0.923344	9.83778e-05	8.2093e-05	0.0845879	0.117214	6.26363e-05	4.73162e-05	0.55508	1.31031	8.06657e-05	7.52974e-05	0.000126139	9.00911e-05	4.5896e-05	4.19686e-05	0.169727	0.218747	12.24	6.17981	0	0	0	0	0	0	0.08	0.4	2.16	2.49466	5.4	3.24037	0.2	0.816497	0.72	0.890693	3.68	3.73854	-9	0	0.000122022	8.50814e-05	4.20533e-05	3.77692e-05	0.147067	0.228004	11.24	6.17981	0	0	0	0	0	0	0.24	0.522813	2.04	2.24499	4.4	3.2914	0.08	0.276887	0.56	0.916515	3.92	4.62709	-9	0	0.000140008	8.14609e-05	6.88952e-05	4.95663e-05	0.281027	0.265102	9.6	5.31507	0	0	0.08	0.4	0.08	0.276887	0.32	0.690411	2.24	1.83212	2.68	1.62583	0.24	0.522813	0.4	0.763763	3.56	4.70886	-9	0	0.000130923	8.47703e-05	3.22715e-05	2.65226e-05	0.106761	0.208564	13.44	6.21879	0	0	0	0	0	0	0	0	4.24	2.98998	3.36	2.07926	0.32	0.556776	0.28	0.890693	5.24	3.93997	-9	0	0.000140625	9.02887e-05	5.08289e-05	4.25378e-05	0.163323	0.246398	12.4	6.3705	0	0	0	0	0	0	0.08	0.4	5.12	2.55473	2.32	2.13542	0.56	0.768115	0.2	0.816497	4.12	3.24448	-9	0	0.00013279	8.16023e-05	4.32684e-05	3.60782e-05	0.168713	0.174442	11.68	6.10137	0	0	0	0	0	0	0.24	0.522813	4.4	2.75379	2.48	1.82848	0.4	0.707107	0.08	0.276887	4.08	4.47139	-9	0
34	0.106799	0.139781	6.4336e-05	5.06291e-05	0.532296	1.42895	8.59736e-05	8.71349e-05	0.172775	0.16822	0.000108531	5.67885e-05	0.394864	0.945125	0.000128077	9.09694e-05	0.0683252	0.0717143	7.03015e-05	5.97393e-05	0.327307	1.02931	7.86519e-05	7.45045e-05	0.0370164	0.107422	2.29922e-05	4.32579e-05	0.0333597	1.09269	2.407e-05	5.06764e-05	0.000165118	9.75506e-05	5.80921e-05	4.83688e-05	0.173072	0.231718	13.64	6.73226	0	0	0	0	0	0	0	0	1.72	1.36991	5.96	3.46987	0	0	0.8	1.1547	5.16	4.95547	-9	0	0.00014565	0.000103025	6.33373e-05	5.55543e-05	0.248483	0.221841	10.72	5.62376	0	0	0	0	0	0	0.48	1.1225	2.48	1.68622	3.04	2.77609	0.64	1.55134	0.32	0.627163	3.76	4.63932	-9	0	0.000166946	0.000141544	0.000111924	0.000110848	0.463128	0.259591	8.8	5.38516	0	0	0.08	0.276887	0.28	0.842615	0.56	1.12101	3.88	3.12677	0.84	1.72434	1.6	2.5	0.16	0.553775	1.4	3.85141	-8.24	3.8	0.000160545	0.000106443	5.71805e-05	7.59584e-05	0.214306	0.179994	13.92	6.44153	0	0	0	0	0	0	0	0	5.68	3.13209	2	1.65831	1.12	1.87794	0	0	5.12	5.19872	-9	0	0.000161659	0.00011464	8.55853e-05	7.63751e-05	0.266399	0.292599	12.76	6.49538	0	0	0	0	0.16	0.374166	0	0	7.92	4.17253	0.68	1.02956	2.28	2.85073	0	0	1.72	4.34473	-9	0	0.000147828	0.000146495	9.64665e-05	0.000124435	0.377516	0.278684	9.32	5.39073	0	0	0.12	0.439697	0.28	1.02144	0.92	1.75404	4.36	3.1607	0.8	1.08012	1.24	2.02649	0.08	0.4	1.52	4.02202	-8.4	3
